Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Date_parsed,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,geopoint,prediction
Brighton,1/137 Cole St,2,u,1300000,S,hockingstuart,4/03/2017,2017-03-04T00:00:00.000000Z,11.2,3186,2,2,1,244,,2000,Bayside,-37.8954,145.0026,POINT(145.0026 -37.8954),1132756.73623
Brighton,4/78 Dendy St,3,h,1390000,S,Tiernan's,4/03/2017,2017-03-04T00:00:00.000000Z,11.2,3186,3,1,2,340,137,1975,Bayside,-37.9205,145.0007,POINT(145.0007 -37.9205),1467515.4291
Brighton,133 Head St,4,h,2905000,S,Marshall,4/03/2017,2017-03-04T00:00:00.000000Z,11.2,3186,4,3,1,487,260,1905,Bayside,-37.8926,144.9991,POINT(144.9991 -37.8926),2635310.33387
Brighton,1/112 Roslyn St,2,u,1300000,S,Nick,4/03/2017,2017-03-04T00:00:00.000000Z,11.2,3186,2,2,2,329,132,1940,Bayside,-37.9172,145.004,POINT(145.004 -37.9172),1243728.74828
Brighton,1/119 Roslyn St,3,t,1725000,PI,Buxton,4/03/2017,2017-03-04T00:00:00.000000Z,11.2,3186,3,2,2,411,225,1997,Bayside,-37.918,145.0035,POINT(145.0035 -37.918),1744027.80794
Brighton,30 Barkly St,3,h,2100000,S,Buxton,4/06/2016,2016-06-04T00:00:00.000000Z,11.2,3186,3,2,2,463,209,1970,Bayside,-37.9082,144.9968,POINT(144.9968 -37.9082),1804515.20332
Brighton,3/78 William St,2,u,800000,S,Hodges,4/06/2016,2016-06-04T00:00:00.000000Z,11.2,3186,2,1,1,90,74,1960,Bayside,-37.9122,145.0038,POINT(145.0038 -37.9122),631597.793497
Brighton,124 Cole St,4,h,1761000,S,Kay,6/08/2016,2016-08-06T00:00:00.000000Z,11.2,3186,4,2,3,615,135,1920,Bayside,-37.8956,145.0026,POINT(145.0026 -37.8956),1794257.9424
Brighton,24b Munro St,3,h,1302500,S,Nick,6/08/2016,2016-08-06T00:00:00.000000Z,11.2,3186,3,2,2,0,171,1993,Bayside,-37.9166,144.9942,POINT(144.9942 -37.9166),1399257.31055
Brighton,74 Carpenter St,5,h,2750000,VB,Buxton,7/05/2016,2016-05-07T00:00:00.000000Z,11.2,3186,4,3,1,509,341,2005,Bayside,-37.9118,144.9984,POINT(144.9984 -37.9118),2637263.215
Brighton,4/149 Church St,2,u,892500,S,Nick,7/05/2016,2016-05-07T00:00:00.000000Z,11.2,3186,2,1,2,232,92,1970,Bayside,-37.9157,144.9973,POINT(144.9973 -37.9157),811067.582872
Brighton,120 Cole St,4,h,2145000,S,Buxton,7/05/2016,2016-05-07T00:00:00.000000Z,11.2,3186,3,2,1,550,197,1910,Bayside,-37.8954,145.0017,POINT(145.0017 -37.8954),1908627.35885
Brighton,15 Hanby St,5,h,3171000,S,Biggin,7/05/2016,2016-05-07T00:00:00.000000Z,11.2,3186,4,2,2,710,340,2000,Bayside,-37.9241,145.0008,POINT(145.0008 -37.9241),2638464.15546
Brighton,105/103 Bay St,2,u,620000,S,Gary,7/11/2016,2016-11-07T00:00:00.000000Z,11.2,3186,2,2,1,0,74,2013,Bayside,-37.9042,144.9954,POINT(144.9954 -37.9042),632437.195854
Brighton,2/422 St Kilda St,3,t,1475000,PI,Buxton,7/11/2016,2016-11-07T00:00:00.000000Z,11.2,3186,3,2,2,345,163,2000,Bayside,-37.8943,144.9907,POINT(144.9907 -37.8943),1411695.40511
Brighton,1/17 Tennyson St,2,u,700000,PI,RT,8/10/2016,2016-10-08T00:00:00.000000Z,11.2,3186,2,1,1,0,,1952,Bayside,-37.9225,144.9891,POINT(144.9891 -37.9225),577425.897257
Brighton,15 Gould St,3,h,2400000,S,Marshall,10/09/2016,2016-09-10T00:00:00.000000Z,11.2,3186,3,2,2,835,,1910,Bayside,-37.9225,144.991,POINT(144.991 -37.9225),2004007.12037
Brighton,2/42 Grosvenor St,2,u,590000,S,J,10/09/2016,2016-09-10T00:00:00.000000Z,11.2,3186,2,1,1,0,,1950,Bayside,-37.9097,144.9914,POINT(144.9914 -37.9097),640520.803137
Brighton,1/10 Manor St,3,h,1650000,S,Nick,10/09/2016,2016-09-10T00:00:00.000000Z,11.2,3186,3,2,2,0,111,1980,Bayside,-37.9174,144.9895,POINT(144.9895 -37.9174),1282078.43158
Brighton,176 Were St,5,h,1562500,PI,Buxton,10/09/2016,2016-09-10T00:00:00.000000Z,11.2,3186,5,2,2,655,202,1925,Bayside,-37.9264,145.0044,POINT(145.0044 -37.9264),1881624.00385
Brighton,2 Campbell St,3,h,2050000,PI,hockingstuart,10/12/2016,2016-12-10T00:00:00.000000Z,11.2,3186,3,3,2,398,262,2012,Bayside,-37.899,144.9901,POINT(144.9901 -37.899),2015682.12748
Brighton,73 Martin St,4,h,3320000,S,Buxton,10/12/2016,2016-12-10T00:00:00.000000Z,11.2,3186,4,3,2,644,364,2000,Bayside,-37.8964,144.9972,POINT(144.9972 -37.8964),2798259.21025
Brighton,1/16 Black St,2,u,1100000,S,Buxton,12/11/2016,2016-11-12T00:00:00.000000Z,11.2,3186,2,1,2,0,85,1935,Bayside,-37.9131,144.995,POINT(144.995 -37.9131),838804.538744
Brighton,5 Bridge St,3,h,1650000,S,Hodges,12/11/2016,2016-11-12T00:00:00.000000Z,11.2,3186,3,2,1,354,143,1910,Bayside,-37.8916,145.0017,POINT(145.0017 -37.8916),1652296.35601
Brighton,28 Loller St,2,h,1570000,S,Buxton,12/11/2016,2016-11-12T00:00:00.000000Z,11.2,3186,2,1,0,352,111,1920,Bayside,-37.9154,145.001,POINT(145.001 -37.9154),1431779.13048
Brighton,2/5 Loller St,3,t,1411000,S,Buxton,12/11/2016,2016-11-12T00:00:00.000000Z,11.2,3186,3,2,2,0,,2011,Bayside,-37.9144,145.0004,POINT(145.0004 -37.9144),1143766.19508
Brighton,40 Whyte St,3,h,1785000,SP,Buxton,12/11/2016,2016-11-12T00:00:00.000000Z,11.2,3186,3,2,1,404,118,1953,Bayside,-37.9228,144.9996,POINT(144.9996 -37.9228),1557176.97493
Brighton,7 Chavasse St,3,h,1875000,S,Hodges,13/08/2016,2016-08-13T00:00:00.000000Z,11.2,3186,3,2,2,275,170,1991,Bayside,-37.9153,144.9924,POINT(144.9924 -37.9153),1527755.00536
Brighton,4/23 South Rd,3,u,1266000,S,Hodges,13/08/2016,2016-08-13T00:00:00.000000Z,11.2,3186,3,1,2,277,116,1950,Bayside,-37.9268,144.991,POINT(144.991 -37.9268),859829.944548
Brighton,97 Dendy St,5,h,2730000,S,Gary,14/05/2016,2016-05-14T00:00:00.000000Z,11.2,3186,5,3,2,895,423,1938,Bayside,-37.9204,145.0028,POINT(145.0028 -37.9204),3160295.58706
Brighton,1/191 New St,2,u,900000,S,Nick,14/05/2016,2016-05-14T00:00:00.000000Z,11.2,3186,2,2,1,118,,1970,Bayside,-37.914,144.9914,POINT(144.9914 -37.914),1043875.85917
Brighton,55 Whyte St,3,t,1962000,S,Marshall,14/05/2016,2016-05-14T00:00:00.000000Z,11.2,3186,3,2,2,323,,1995,Bayside,-37.9208,144.9996,POINT(144.9996 -37.9208),1348229.30691
Brighton,95 Cochrane St,4,h,3295888,S,Hodges,15/10/2016,2016-10-15T00:00:00.000000Z,11.2,3186,4,3,2,565,337,1990,Bayside,-37.8975,144.9991,POINT(144.9991 -37.8975),2733479.18531
Brighton,6/138 New St,1,u,375000,S,hockingstuart,15/10/2016,2016-10-15T00:00:00.000000Z,11.2,3186,1,1,1,0,40,1965,Bayside,-37.9181,144.993,POINT(144.993 -37.9181),343142.364082
Brighton,8/35 Normanby St,2,u,756000,S,Buxton,15/10/2016,2016-10-15T00:00:00.000000Z,11.2,3186,2,1,1,0,80,1920,Bayside,-37.9112,144.9909,POINT(144.9909 -37.9112),738146.869022
Brighton,31 Orchard St,5,h,2100000,PI,Hodges,16/04/2016,2016-04-16T00:00:00.000000Z,11.2,3186,5,5,2,552,219,1920,Bayside,-37.9012,144.997,POINT(144.997 -37.9012),2199613.93799
Brighton,22 Champion St,3,h,2375000,S,HAR,17/09/2016,2016-09-17T00:00:00.000000Z,11.2,3186,4,2,2,547,302,2000,Bayside,-37.9271,145.0034,POINT(145.0034 -37.9271),2225613.60593
Brighton,679 Hampton St,3,h,1385000,S,Buxton,17/09/2016,2016-09-17T00:00:00.000000Z,11.2,3186,3,1,2,426,120,1935,Bayside,-37.9254,145.0045,POINT(145.0045 -37.9254),1520826.73382
Brighton,160 New St,2,h,1601000,S,RT,17/09/2016,2016-09-17T00:00:00.000000Z,11.2,3186,2,1,1,380,,1958,Bayside,-37.9166,144.9926,POINT(144.9926 -37.9166),1519322.60375
Brighton,4/14 Brickwood St,2,u,858000,S,Marshall,18/03/2017,2017-03-18T00:00:00.000000Z,11.2,3186,2,1,1,107,75,1950,Bayside,-37.8958,144.9982,POINT(144.9982 -37.8958),650023.478607
Brighton,12 May St,4,h,2800000,S,Biggin,18/03/2017,2017-03-18T00:00:00.000000Z,11.2,3186,4,2,4,569,229,1910,Bayside,-37.8962,145.0011,POINT(145.0011 -37.8962),2283762.28901
Brighton,82 New St,5,h,3700000,VB,Kay,18/06/2016,2016-06-18T00:00:00.000000Z,11.2,3186,4,3,4,1572,305,1890,Bayside,-37.9233,144.9944,POINT(144.9944 -37.9233),3257635.76146
Brighton,33 Burrows St,3,h,1410000,S,Buxton,19/11/2016,2016-11-19T00:00:00.000000Z,11.2,3186,3,1,1,375,,1930,Bayside,-37.9175,144.9949,POINT(144.9949 -37.9175),1602108.57764
Brighton,823 Hampton St,4,h,2475000,VB,Marshall,19/11/2016,2016-11-19T00:00:00.000000Z,11.2,3186,4,2,2,605,274,1920,Bayside,-37.916,145.0064,POINT(145.0064 -37.916),2382602.29926
Brighton,64 North Rd,4,h,2700000,SP,Nick,19/11/2016,2016-11-19T00:00:00.000000Z,11.2,3186,4,2,2,732,333,1925,Bayside,-37.8987,144.9953,POINT(144.9953 -37.8987),2695768.13618
Brighton,66 Champion St,4,h,3900000,S,Nick,22/05/2016,2016-05-22T00:00:00.000000Z,11.2,3186,4,2,2,842,311,1990,Bayside,-37.9227,145.0043,POINT(145.0043 -37.9227),2969180.21897
Brighton,10/32 Loller St,2,u,610000,S,RT,22/05/2016,2016-05-22T00:00:00.000000Z,11.2,3186,2,1,1,0,75,2005,Bayside,-37.9156,145.0013,POINT(145.0013 -37.9156),583980.108617
Brighton,3/61 Martin St,3,u,880000,S,hockingstuart,22/05/2016,2016-05-22T00:00:00.000000Z,11.2,3186,3,1,1,138,,1965,Bayside,-37.896,144.9957,POINT(144.9957 -37.896),784487.756772
Brighton,5/22 Well St,2,u,737000,S,Nick,22/05/2016,2016-05-22T00:00:00.000000Z,11.2,3186,3,1,1,106,,1975,Bayside,-37.9159,144.9936,POINT(144.9936 -37.9159),741643.416621
Brighton,33a Durrant St,2,h,1532000,S,Hodges,22/08/2016,2016-08-22T00:00:00.000000Z,11.2,3186,2,1,2,411,165,1910,Bayside,-37.9095,145.004,POINT(145.004 -37.9095),1604044.05713
Brighton,147A Male St,2,t,1037000,S,Buxton,25/02/2017,2017-02-25T00:00:00.000000Z,11.2,3186,2,1,2,125,2,2009,Bayside,-37.9078,145.0051,POINT(145.0051 -37.9078),710322.630432
Brighton,119 North Rd,4,h,3050000,SP,Buxton,25/02/2017,2017-02-25T00:00:00.000000Z,11.2,3186,4,4,2,578,319,1995,Bayside,-37.8989,145.0008,POINT(145.0008 -37.8989),2762511.47857
Brighton,2/71 Roslyn St,4,t,1630000,SP,Biggin,25/02/2017,2017-02-25T00:00:00.000000Z,11.2,3186,4,2,2,432,196,2000,Bayside,-37.9228,145.0022,POINT(145.0022 -37.9228),1650211.75238
Brighton,58 Champion St,4,h,2640000,S,Hodges,26/07/2016,2016-07-26T00:00:00.000000Z,11.2,3186,4,2,2,848,246,1975,Bayside,-37.9234,145.0042,POINT(145.0042 -37.9234),2273384.57787
Brighton,3/198 Church St,1,u,671000,S,Buxton,27/11/2016,2016-11-27T00:00:00.000000Z,11.2,3186,1,1,1,70,74,1980,Bayside,-37.9194,145.0003,POINT(145.0003 -37.9194),448774.375279
Brighton,686A Hampton St,4,t,2250000,SP,Marshall,27/11/2016,2016-11-27T00:00:00.000000Z,11.2,3186,4,2,2,230,281,2012,Bayside,-37.9237,145.0056,POINT(145.0056 -37.9237),2178208.189
Brighton,3A Huntingfield Rd,3,h,2900000,S,Nick,27/11/2016,2016-11-27T00:00:00.000000Z,11.2,3186,3,1,1,659,161,1942,Bayside,-37.919,144.9953,POINT(144.9953 -37.919),1944358.11456
Brighton,21 Wolseley Gr,4,h,2405000,S,RT,28/05/2016,2016-05-28T00:00:00.000000Z,11.2,3186,4,1,2,695,142,1970,Bayside,-37.9262,144.9969,POINT(144.9969 -37.9262),1924129.18945
Brighton,23a Chelsea St,3,u,1352500,S,hockingstuart,28/08/2016,2016-08-28T00:00:00.000000Z,11.2,3186,2,2,1,280,110,1993,Bayside,-37.91,144.989,POINT(144.989 -37.91),1091405.48338
Brighton,86 Dendy St,5,h,3105000,S,Marshall,28/08/2016,2016-08-28T00:00:00.000000Z,11.2,3186,4,2,2,1045,304,1930,Bayside,-37.9205,145.0012,POINT(145.0012 -37.9205),3003864.72187
Brighton,4/34 Elwood St,3,h,1171000,S,Nick,28/08/2016,2016-08-28T00:00:00.000000Z,11.2,3186,3,2,2,279,,1970,Bayside,-37.9002,144.9928,POINT(144.9928 -37.9002),1438146.68725
Brighton,46 Roslyn St,3,h,1600000,VB,RT,30/07/2016,2016-07-30T00:00:00.000000Z,11.2,3186,3,2,2,266,,2000,Bayside,-37.9241,145.0028,POINT(145.0028 -37.9241),1391033.02723
Brighton,17 Rusden St,4,h,1500000,VB,Hodges,30/07/2016,2016-07-30T00:00:00.000000Z,11.2,3186,3,2,1,549,195,1990,Bayside,-37.8869,144.9982,POINT(144.9982 -37.8869),1675050.33937
Brighton East,7 Balfour St,4,h,1940000,S,hockingstuart,3/09/2016,2016-09-03T00:00:00.000000Z,10.7,3187,4,2,2,682,240,1960,Bayside,-37.9205,145.0122,POINT(145.0122 -37.9205),1918510.27004
Brighton East,4 Marriage Rd,4,h,1850000,S,Nick,3/09/2016,2016-09-03T00:00:00.000000Z,10.7,3187,4,2,2,617,268,1940,Bayside,-37.9187,145.007,POINT(145.007 -37.9187),2005087.00051
Brighton East,244a South Rd,3,h,930000,SP,Marshall,3/09/2016,2016-09-03T00:00:00.000000Z,10.7,3187,3,1,1,329,117,1930,Bayside,-37.9317,145.0218,POINT(145.0218 -37.9317),1342028.8697
Brighton East,133A Centre Rd,4,h,1310000,PI,hockingstuart,3/12/2016,2016-12-03T00:00:00.000000Z,10.7,3187,4,3,2,618,213,2008,Bayside,-37.9162,145.0219,POINT(145.0219 -37.9162),1779974.33565
Brighton East,14 Milroy St,4,h,2504000,S,Marshall,3/12/2016,2016-12-03T00:00:00.000000Z,10.7,3187,4,2,2,674,183,1950,Bayside,-37.9022,145.0125,POINT(145.0125 -37.9022),2030435.43587
Brighton East,1/383 South Rd,2,u,750000,SP,Buxton,3/12/2016,2016-12-03T00:00:00.000000Z,10.7,3187,2,1,3,305,,1970,Bayside,-37.9318,145.0293,POINT(145.0293 -37.9318),686429.232101
Brighton East,67 Centre Rd,2,h,1445000,S,Biggin,4/03/2017,2017-03-04T00:00:00.000000Z,10.7,3187,2,1,1,649,126,1940,Bayside,-37.9153,145.0142,POINT(145.0142 -37.9153),1586199.05545
Brighton East,12 Meyer Ct,4,h,1825000,PI,Buxton,4/06/2016,2016-06-04T00:00:00.000000Z,10.7,3187,4,3,2,594,594,1973,Bayside,-37.9029,145.0118,POINT(145.0118 -37.9029),2451782.71417
Brighton East,13 Robinson St,5,h,1700000,VB,Marshall,4/06/2016,2016-06-04T00:00:00.000000Z,10.7,3187,4,2,1,994,274,1935,Bayside,-37.9187,145.0187,POINT(145.0187 -37.9187),2580788.45803
Brighton East,109 Thomas St,5,h,1400000,VB,Buxton,4/06/2016,2016-06-04T00:00:00.000000Z,10.7,3187,4,3,4,824,235,1930,Bayside,-37.9091,145.0245,POINT(145.0245 -37.9091),1959354.25471
Brighton East,12 Thomas St,3,h,1075000,PI,hockingstuart,4/06/2016,2016-06-04T00:00:00.000000Z,10.7,3187,3,2,2,312,,1990,Glen Eira,-37.9179,145.0232,POINT(145.0232 -37.9179),1255699.08587
Brighton East,60 Baird St,3,h,1860000,S,Marshall,6/08/2016,2016-08-06T00:00:00.000000Z,10.7,3187,3,2,2,686,,1948,Bayside,-37.9241,145.0125,POINT(145.0125 -37.9241),1754395.70217
Brighton East,80 Marriage Rd,3,h,1500000,S,Nick,6/08/2016,2016-08-06T00:00:00.000000Z,10.7,3187,3,2,2,315,228,2000,Bayside,-37.9199,145.0174,POINT(145.0174 -37.9199),1560489.87511
Brighton East,11 Billson St,3,h,1400000,VB,Marshall,7/05/2016,2016-05-07T00:00:00.000000Z,10.7,3187,3,1,3,613,182,1950,Bayside,-37.9177,145.0143,POINT(145.0143 -37.9177),1624708.33369
Brighton East,15 Hodder St,5,h,1600000,PI,RT,7/05/2016,2016-05-07T00:00:00.000000Z,10.7,3187,5,2,2,616,245,1945,Bayside,-37.9084,145.0221,POINT(145.0221 -37.9084),1705094.58965
Brighton East,5 Margaret St,2,h,1780000,SP,Buxton,7/05/2016,2016-05-07T00:00:00.000000Z,10.7,3187,4,3,2,635,119,1935,Bayside,-37.9205,145.0102,POINT(145.0102 -37.9205),1930512.21188
Brighton East,375 South Rd,5,h,1200000,VB,hockingstuart,7/05/2016,2016-05-07T00:00:00.000000Z,10.7,3187,5,2,5,775,270,1920,Bayside,-37.932,145.0284,POINT(145.0284 -37.932),2124289.35185
Brighton East,16/373 South Rd,2,u,775000,S,Buxton,7/11/2016,2016-11-07T00:00:00.000000Z,10.7,3187,2,1,1,112,90,1960,Bayside,-37.9306,145.0284,POINT(145.0284 -37.9306),766508.968912
Brighton East,4 Vincent St,3,h,1480000,S,hockingstuart,7/11/2016,2016-11-07T00:00:00.000000Z,10.7,3187,3,2,2,697,143,1925,Bayside,-37.9269,145.0274,POINT(145.0274 -37.9269),1715841.26952
Brighton East,4 Chapman St,5,h,2900000,PI,Buxton,8/10/2016,2016-10-08T00:00:00.000000Z,10.7,3187,5,4,2,640,,1950,Bayside,-37.928,145.0095,POINT(145.0095 -37.928),2247911.49796
Brighton East,299 South Rd,3,h,1590000,S,Marshall,8/10/2016,2016-10-08T00:00:00.000000Z,10.7,3187,3,3,2,481,244,2012,Bayside,-37.931,145.0198,POINT(145.0198 -37.931),1809319.73351
Brighton East,13 Hornby St,4,h,2840000,S,Hodges,10/09/2016,2016-09-10T00:00:00.000000Z,10.7,3187,5,2,2,999,274,1972,Bayside,-37.9135,145.0189,POINT(145.0189 -37.9135),2576806.49101
Brighton East,48 Thomas St,2,h,1000000,PI,Biggin,10/09/2016,2016-09-10T00:00:00.000000Z,10.7,3187,2,1,2,564,131,1948,Glen Eira,-37.9143,145.0238,POINT(145.0238 -37.9143),1271776.3536
Brighton East,1 Arnot St,5,h,2500000,VB,Hodges,10/12/2016,2016-12-10T00:00:00.000000Z,10.7,3187,5,3,2,634,,2005,Bayside,-37.9126,145.013,POINT(145.013 -37.9126),2204889.03689
Brighton East,14 Holmhurst Ct,4,h,1700000,PI,Buxton,10/12/2016,2016-12-10T00:00:00.000000Z,10.7,3187,4,3,4,708,275,1950,Bayside,-37.9299,145.015,POINT(145.015 -37.9299),2048203.57655
Brighton East,355 Nepean Hwy,3,h,1290000,S,Greg,10/12/2016,2016-12-10T00:00:00.000000Z,10.7,3187,3,1,2,661,,1920,Bayside,-37.9045,145.0082,POINT(145.0082 -37.9045),1823031.88707
Brighton East,92 Thomas St,5,h,3207000,S,hockingstuart,10/12/2016,2016-12-10T00:00:00.000000Z,10.7,3187,5,5,3,1561,272,1969,Bayside,-37.9102,145.0245,POINT(145.0245 -37.9102),2800124.25222
Brighton East,2/19 Hemming St,3,u,880000,S,Buxton,11/02/2017,2017-02-11T00:00:00.000000Z,10.7,3187,3,2,2,304,34,1990,Bayside,-37.9308,145.0316,POINT(145.0316 -37.9308),931126.157219
Brighton East,200 South Rd,4,h,1920000,S,Nick,11/02/2017,2017-02-11T00:00:00.000000Z,10.7,3187,4,1,1,1000,203,1960,Bayside,-37.931,145.0163,POINT(145.0163 -37.931),2108493.37721
Brighton East,1 Alexander St,3,h,1301000,SP,Buxton,12/11/2016,2016-11-12T00:00:00.000000Z,10.7,3187,3,2,2,401,121,1926,Bayside,-37.9062,145.0173,POINT(145.0173 -37.9062),1522967.14084
Brighton East,50 Lucas St,5,h,2550000,S,Buxton,12/11/2016,2016-11-12T00:00:00.000000Z,10.7,3187,5,3,2,915,233,1960,Bayside,-37.9231,145.0104,POINT(145.0104 -37.9231),2135233.16686
Brighton East,3 Carrington Gr,5,h,1915000,S,Buxton,13/08/2016,2016-08-13T00:00:00.000000Z,10.7,3187,5,2,0,645,238,1970,Bayside,-37.9175,145.0116,POINT(145.0116 -37.9175),1854649.74679
Brighton East,139 Thomas St,4,h,1650000,SA,hockingstuart,13/08/2016,2016-08-13T00:00:00.000000Z,10.7,3187,5,3,2,598,212,1948,Bayside,-37.9075,145.0248,POINT(145.0248 -37.9075),1726716.51529
Brighton East,4a Marriage Rd,4,h,1530000,S,RT,14/05/2016,2016-05-14T00:00:00.000000Z,10.7,3187,2,2,1,603,177,1920,Bayside,-37.9187,145.0071,POINT(145.0071 -37.9187),1718795.82156
Brighton East,55 Baird St,4,h,2050000,SP,Marshall,15/10/2016,2016-10-15T00:00:00.000000Z,10.7,3187,4,2,4,678,233,1940,Bayside,-37.9255,145.0118,POINT(145.0118 -37.9255),2011931.38
Brighton East,25 Camperdown St,5,h,2550000,PI,RT,15/10/2016,2016-10-15T00:00:00.000000Z,10.7,3187,5,3,2,551,346,2016,Bayside,-37.9176,145.009,POINT(145.009 -37.9176),2548666.24528
Brighton East,2/5 Camperdown St,2,u,905000,S,Hodges,15/10/2016,2016-10-15T00:00:00.000000Z,10.7,3187,2,1,2,189,93,1980,Bayside,-37.9172,145.0072,POINT(145.0072 -37.9172),825608.536019
Brighton East,9a Elizabeth St,3,h,1355000,S,C21,15/10/2016,2016-10-15T00:00:00.000000Z,10.7,3187,3,1,2,759,151,1930,Bayside,-37.9057,145.0166,POINT(145.0166 -37.9057),1753094.99511
Brighton East,4 Farmer St,2,h,1845000,S,Buxton,15/10/2016,2016-10-15T00:00:00.000000Z,10.7,3187,2,1,2,604,145,1950,Bayside,-37.9268,145.0094,POINT(145.0094 -37.9268),1538118.90173
Brighton East,7 Tuxen Ct,5,h,2050000,PI,RT,15/10/2016,2016-10-15T00:00:00.000000Z,10.7,3187,5,3,3,669,309,1970,Bayside,-37.9289,145.0284,POINT(145.0284 -37.9289),2141796.7585
Brighton East,2/111 Thomas St,3,t,940000,S,hockingstuart,16/04/2016,2016-04-16T00:00:00.000000Z,10.7,3187,3,2,3,0,,2004,Bayside,-37.9089,145.0246,POINT(145.0246 -37.9089),1165187.1323
Brighton East,38 Agnew St,3,h,1710000,S,hockingstuart,17/09/2016,2016-09-17T00:00:00.000000Z,10.7,3187,4,3,2,435,228,1915,Bayside,-37.91,145.0113,POINT(145.0113 -37.91),2138103.84263
Brighton East,1/2 Robinson St,3,t,1300000,PI,Buxton,17/09/2016,2016-09-17T00:00:00.000000Z,10.7,3187,3,2,2,337,222,2000,Bayside,-37.9196,145.0205,POINT(145.0205 -37.9196),1521173.33475
Brighton East,27 Arnold Rd,4,h,2200000,PI,Buxton,18/06/2016,2016-06-18T00:00:00.000000Z,10.7,3187,4,2,2,654,286,2000,Bayside,-37.9292,145.0236,POINT(145.0236 -37.9292),1964842.85603
Brighton East,25 Robinson St,4,h,2150000,S,Buxton,19/11/2016,2016-11-19T00:00:00.000000Z,10.7,3187,4,3,2,614,225,1970,Bayside,-37.9186,145.0175,POINT(145.0175 -37.9186),1852471.41977
Brighton East,25 Agnew St,4,h,1650000,VB,Hodges,22/05/2016,2016-05-22T00:00:00.000000Z,10.7,3187,4,2,4,506,,1997,Bayside,-37.9111,145.0108,POINT(145.0108 -37.9111),1585812.02071
Brighton East,4/2 Hornby St,1,t,681000,SP,Buxton,24/09/2016,2016-09-24T00:00:00.000000Z,10.7,3187,2,1,1,166,60,2012,Bayside,-37.9159,145.019,POINT(145.019 -37.9159),485703.675887
Brighton East,8 Thomas St,2,h,1310000,S,Buxton,24/09/2016,2016-09-24T00:00:00.000000Z,10.7,3187,4,3,2,302,250,2018,Glen Eira,-37.9182,145.0231,POINT(145.0231 -37.9182),1592284.22423
Brighton East,6/141 Centre Rd,1,u,340000,VB,Buxton,25/02/2017,2017-02-25T00:00:00.000000Z,10.7,3187,1,1,1,0,57,1950,Bayside,-37.9164,145.0228,POINT(145.0228 -37.9164),404855.214157
Brighton East,35 Elizabeth St,3,h,1537000,SP,Marshall,25/02/2017,2017-02-25T00:00:00.000000Z,10.7,3187,3,2,2,324,,1999,Bayside,-37.9034,145.017,POINT(145.017 -37.9034),1360812.62865
Brighton East,3/127 Dendy St,2,u,692000,S,Buxton,26/07/2016,2016-07-26T00:00:00.000000Z,10.7,3187,2,1,1,74,66,1960,Bayside,-37.9207,145.0079,POINT(145.0079 -37.9207),549742.12548
Brighton East,2/21 Hodder St,4,t,1367000,S,McGrath,26/07/2016,2016-07-26T00:00:00.000000Z,10.7,3187,4,2,2,315,4,2000,Bayside,-37.9078,145.0222,POINT(145.0222 -37.9078),869352.954771
Brighton East,2/33 Cluden St,2,u,903000,S,Hodges,27/11/2016,2016-11-27T00:00:00.000000Z,10.7,3187,2,1,1,171,101,1970,Bayside,-37.9125,145.0114,POINT(145.0114 -37.9125),787320.738297
Brighton East,9 Montgomery St,4,h,2820000,S,Buxton,27/11/2016,2016-11-27T00:00:00.000000Z,10.7,3187,4,4,4,509,337,1960,Bayside,-37.9172,145.0214,POINT(145.0214 -37.9172),2600884.49233
Brighton East,11 Summerhill Rd,2,h,1813000,S,Buxton,27/11/2016,2016-11-27T00:00:00.000000Z,10.7,3187,2,1,2,660,117,1930,Bayside,-37.9179,145.0127,POINT(145.0127 -37.9179),1651128.09324
Brighton East,5 Tuxen Ct,5,h,1655000,S,Buxton,27/11/2016,2016-11-27T00:00:00.000000Z,10.7,3187,5,2,2,679,288,1950,Bayside,-37.9291,145.0283,POINT(145.0283 -37.9291),1980702.65831
Brighton East,5 Arnot St,3,t,1230000,S,hockingstuart,28/05/2016,2016-05-28T00:00:00.000000Z,10.7,3187,3,2,2,297,193,1980,Bayside,-37.9124,145.0132,POINT(145.0132 -37.9124),1425095.62733
Brighton East,4 Bruce St,4,h,1389000,S,Buxton,28/05/2016,2016-05-28T00:00:00.000000Z,10.7,3187,4,1,2,656,150,1930,Bayside,-37.9027,145.0225,POINT(145.0225 -37.9027),1761576.67584
Brighton East,3/44 Union St,2,u,750000,S,Buxton,28/05/2016,2016-05-28T00:00:00.000000Z,10.7,3187,2,1,1,227,,1980,Bayside,-37.9085,145.0129,POINT(145.0129 -37.9085),750530.992036
Brighton East,3/23 Walstab St,3,u,1245000,S,Buxton,28/05/2016,2016-05-28T00:00:00.000000Z,10.7,3187,3,2,1,227,,1998,Bayside,-37.9191,145.0074,POINT(145.0074 -37.9191),1124378.97864
Brighton East,214 Were St,4,h,2310000,S,Buxton,28/05/2016,2016-05-28T00:00:00.000000Z,10.7,3187,4,2,2,757,130,1930,Bayside,-37.9266,145.0088,POINT(145.0088 -37.9266),1960523.80841
